district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
СЗАО,р-н Строгино,65000,2,6.0,45.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4444444444444444,0,1970-1990
САО,р-н Левобережный,65000,1,5.0,37.3,включена (счётчики включены),1 месяц,от года,можно с детьми,0.5833333333333334,0,не попал
ЮВАО,р-н Рязанский,65000,1,2.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5,0,1945-1970
СВАО,р-н Свиблово,65000,1,4.0,46.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.6,0,не попал
ВАО,р-н Перово,65000,2,5.0,53.9,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1945-1970
ЮВАО,р-н Рязанский,65000,1,7.0,36.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.25,0,1945-1970
СВАО,р-н Северное Медведково,65000,1,2.0,39.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5,0,1991-2025
СВАО,р-н Лосиноостровский,65000,2,6.0,42.7,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми,0.4444444444444444,0,1970-1990
СЗАО,р-н Покровское-Стрешнево,65000,студия,6.0,19.0,включена (без счётчиков),2 месяца,от года,можно с детьми,0.3076923076923077,0,не попал
ЮЗАО,р-н Котловка,65000,студия,12.0,25.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,1.0,1,не попал
СЗАО,р-н Хорошево-Мневники,65000,2,19.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.2222222222222222,0,не попал
ЮВАО,р-н Нижегородский,65000,студия,12.0,28.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.32,0,1991-2025
САО,р-н Левобережный,65000,студия,5.0,28.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.625,0,1991-2025
ЮВАО,р-н Кузьминки,65000,2,5.0,41.6,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.8,0,1945-1970
ВАО,р-н Преображенское,65000,студия,9.0,22.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.75,0,1890-1917
ЗАО,р-н Тропарево-Никулино,65000,студия,3.0,16.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5833333333333334,0,не попал
ЮАО,р-н Братеево,65000,1,10.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6428571428571429,0,1970-1990
ВАО,р-н Богородское,65000,2,5.0,43.9,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,не попал
ВАО,р-н Соколиная гора,65000,студия,6.0,25.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.25,0,не попал
ВАО,р-н Соколиная гора,65000,студия,7.0,15.5,включена (счётчики включены),1 месяц,от года,можно с детьми,0.5,0,не попал
СВАО,р-н Северное Медведково,65000,1,7.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.5,0,не попал
ЮАО,р-н Царицыно,65000,2,10.0,45.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.9166666666666666,0,1945-1970
СВАО,р-н Ярославский,65000,2,8.0,57.5,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.29411764705882354,0,1970-1990
ЮВАО,р-н Марьино,66000,2,16.0,37.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6666666666666666,0,1991-2025
НАО (Новомосковский),Сосенское поселение,66000,2,6.0,52.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.4444444444444444,0,1991-2025
ЮАО,р-н Нагатино-Садовники,66500,студия,6.0,20.4,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
СЗАО,р-н Куркино,66000,2,6.0,65.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.35714285714285715,0,1991-2025
СВАО,р-н Алексеевский,66000,студия,7.0,24.4,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,1.0,1,1991-2025
ВАО,р-н Восточное Измайлово,66000,1,4.0,36.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.16666666666666666,0,1945-1970
СВАО,р-н Отрадное,65000,3,6.0,66.0,включена (без счётчиков),2 месяца,от года,можно с детьми,1.0,1,1970-1990
