district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
ЗАО,р-н Кунцево,220000,3,2.0,78.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7096774193548387,0,1991-2025
ЮВАО,р-н Нижегородский,30000,1,12.0,33.4,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5,0,1991-2025
ЗАО,р-н Можайский,85000,студия,21.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.20689655172413793,0,1991-2025
НАО (Новомосковский),Внуковское поселение,52000,1,5.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7647058823529411,0,1991-2025
НАО (Новомосковский),Сосенское поселение,45000,1,7.0,35.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.5,0,не попал
ЮВАО,р-н Люблино,68900,2,13.0,42.1,включена (без счётчиков),2 месяца,от года,"ни с детьми, ни с животными",0.64,0,не попал
ЗАО,р-н Очаково-Матвеевское,55000,1,6.0,35.7,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.42857142857142855,0,1970-1990
НАО (Новомосковский),Скандинавия жилой комплекс,43000,студия,4.0,21.0,включена (счётчики включены),1 месяц,от года,можно с животными,0.5,0,1991-2025
ЮВАО,р-н Некрасовка,45000,1,4.0,37.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8823529411764706,0,1991-2025
ЮАО,р-н Нагатино-Садовники,46900,2,13.0,44.0,включена (без счётчиков),2 месяца,от года,можно с детьми,0.2,0,1945-1970
ЗАО,р-н Раменки,150000,2,18.0,43.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.375,0,1991-2025
СЗАО,р-н Южное Тушино,50000,1,6.0,30.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2222222222222222,0,1970-1990
ЮАО,р-н Москворечье-Сабурово,45000,1,4.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8823529411764706,0,не попал
ЮАО,р-н Зябликово,60000,2,7.0,52.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.16666666666666666,0,не попал
СВАО,р-н Алексеевский,45000,2,5.0,62.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8333333333333334,0,не попал
НАО (Новомосковский),Новомосковский административный округ,55000,2,7.0,42.6,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.7647058823529411,0,1991-2025
ЗелАО,р-н Савёлки,55000,2,6.0,56.4,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4444444444444444,0,не попал
ЮЗАО,р-н Южное Бутово,40000,1,8.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1991-2025
ЮАО,р-н Бирюлево Западное,40000,1,6.0,37.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.4444444444444444,0,1970-1990
ЗАО,р-н Раменки,130000,4,12.0,72.0,включена (счётчики включены),2 месяца,от года,можно с детьми,1.0,1,1945-1970
ЮАО,р-н Москворечье-Сабурово,45000,1,6.0,44.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.14285714285714285,0,не попал
НАО (Новомосковский),Внуковское поселение,50000,1,5.0,40.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.8888888888888888,0,1991-2025
ЗелАО,р-н Матушкино,35000,1,6.0,33.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.7777777777777778,0,1945-1970
НАО (Новомосковский),ул. Гренадерская,35000,студия,11.0,22.0,включена (счётчики включены),2 месяца,от года,"ни с детьми, ни с животными",0.3125,0,1991-2025
СЗАО,р-н Митино,35000,студия,6.0,20.0,включена (без счётчиков),1 месяц,от года,можно с животными,0.5263157894736842,0,1991-2025
ЮАО,р-н Даниловский,380000,3,20.0,92.0,включена (без счётчиков),2 месяца,от года,можно с детьми,0.8958333333333334,0,1991-2025
ЮЗАО,р-н Обручевский,40000,1,12.0,49.1,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.8936170212765957,0,не попал
ЦАО,р-н Арбат,90000,студия,9.0,15.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с животными,0.16666666666666666,0,не попал
ВАО,р-н Восточное Измайлово,67000,студия,4.0,24.7,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.16666666666666666,0,1945-1970
ЮВАО,р-н Нижегородский,40000,1,23.0,21.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.25,0,не попал
ЗАО,р-н Кунцево,70000,1,4.0,43.4,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7647058823529411,0,не попал
